userId,movieId,rating,timestamp
1,8874,2.5,1260759144
1,686,3.0,1260759179
1,9059,3.0,1260759182
1,591,2.0,1260759185
1,16996,4.0,1260759205
1,25166,2.0,1260759151
1,681,2.0,1260759187
1,615,2.0,1260759148
1,8699,3.5,1260759125
1,746,2.0,1260759131
1,602,2.5,1260759135
1,164457,1.0,1260759203
1,5175,4.0,1260759191
1,607,4.0,1260759139
1,807,3.0,1260759194
1,693,2.0,1260759198
1,66025,2.0,1260759108
1,10198,2.5,1260759113
1,675,1.0,1260759200
1,55561,3.0,1260759117
2,118957,4.0,835355493
2,16617,5.0,835355681
2,128,5.0,835355604
2,76493,4.0,835355552
2,122906,4.0,835355586
2,41479,3.0,835356031
2,8416,3.0,835355749
2,1690,4.0,835355532
2,9390,3.0,835356016
2,26268,5.0,835355395
2,98,4.0,835355441
2,58048,3.0,835355493
2,26486,3.0,835355441
2,8859,3.0,835355710
2,8840,3.0,835355511
2,8780,3.0,835355664
2,310569,3.0,835355511
2,9598,5.0,835355840
2,50839,1.0,835355749
2,503,3.0,835355552
2,16651,3.0,835355664
2,10312,3.0,835355896
2,586,4.0,835355511
2,254472,4.0,835355681
2,49538,5.0,835355697
2,298,5.0,835355586
2,459488,3.0,835355767
2,9344,4.0,835355779
2,16538,3.0,835355492
2,335874,4.0,835355395
2,11509,3.0,835355532
2,9957,4.0,835356044
2,50538,2.0,835355551
2,82679,1.0,835355918
2,182,3.0,835355492
2,8329,4.0,835355441
2,82679,4.0,835355697
2,8193,3.0,835355628
2,120,3.0,835355749
2,8224,3.0,835355604
2,25975,3.0,835355619
2,10105,2.0,835355932
2,99861,3.0,835355968
2,9034,3.0,835356094
2,30979,3.0,835355710
2,9809,3.0,835356165
2,10040,2.0,835356246
2,297,3.0,835355532
2,10998,4.0,835355604
2,755,3.0,835355511
2,50014,4.0,835355790
2,41216,2.0,835355828
2,8198,4.0,835355643
2,2270,3.0,835355918
2,24977,3.0,835355880
2,11507,4.0,835355731
2,8427,4.0,835355860
2,283671,4.0,835355719
2,25189,4.0,835355817
2,16388,4.0,835355731
2,166424,4.0,835356199
2,106,3.0,835355767
2,10589,3.0,835356109
2,8409,5.0,835355767
2,41508,3.0,835355860
2,287424,5.0,835355817
2,8291,3.0,835355790
2,9671,3.0,835355779
2,2116,3.0,835355441
2,8202,5.0,835355697
2,16406,5.0,835355395
2,16428,5.0,835355395
2,24748,3.0,835355511
2,681,3.0,835355932
2,25066,4.0,835356141
2,629,4.0,835355978
3,22825,3.0,1298861675
3,1690,4.0,1298922049
3,5176,3.5,1298861637
3,190847,3.0,1298861761
3,335874,4.5,1298862418
3,7459,5.0,1298862121
3,74465,2.5,1298861589
3,8193,5.0,1298862167
3,30979,2.5,1298923242
3,16388,3.0,1298862528
3,2116,3.0,1298922100
3,16428,3.0,1298923247
3,24748,3.0,1298921840
3,8247,2.0,1298923260
3,8265,3.5,1298932787
3,115,4.0,1298863157
3,9352,3.0,1298861687
3,9782,5.0,1298932770
3,49365,3.0,1298921795
3,11229,4.0,1298861628
3,8909,3.0,1298861605
3,25678,4.0,1298861658
3,16433,3.5,1298922089
3,8416,4.5,1298923236
3,8847,4.0,1298863143
3,41009,4.0,1298921862
3,1372,4.0,1298861753
3,9912,3.0,1298861789
3,1073,3.0,1298862710
3,9702,3.5,1298861796
3,10765,3.0,1298924017
3,24621,3.5,1298922057
3,1430,4.0,1298861733
3,223,4.0,1298921825
3,844,5.0,1298862874
3,11324,3.0,1298861968
3,710,4.0,1298861633
3,329,5.0,1298863174
3,59108,3.0,1298923266
3,16858,3.5,1298862672
3,20653,3.0,1298922080
3,32823,2.5,1298921787
3,8859,3.0,1298922065
3,22803,3.5,1298861650
3,152599,3.0,1298932766
